protein_id,experiment_name,time_stamp,protein_cellulose_clash_cutoff,protein_protein_clash_cutoff,protein_protein_contacts_cutoff,rmsd_after_kabsch,protein_cellulose_clashes,protein_protein_clashes,clashing_residues,protein_protein_contacts,status,rejection_reason
thl002209,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:57.180792,0,0,7,0.3537893557746564,0,3,"[(10, 67), (83, 63), (84, 72)]",137,REJECTED,['more_than_0_protein_protein_clashes']
thm001080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:45.185566,0,0,7,0.34691165637038257,0,0,[],131,PASSED,[]
thx003329,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:16.818818,0,0,7,0.3595665261147816,2,2,"[(31, 88), (101, 53)]",134,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003870,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:28.105203,0,0,7,0.3628526754752478,6,1,"[(109, 85)]",137,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003479,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:19.970995,0,0,7,0.3365996313195875,12,2,"[(111, 85), (112, 90)]",143,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003935,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:29.965078,0,0,7,0.3207043419700696,21,1,"[(28, 84)]",151,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003815,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:26.342454,0,0,7,0.32497373250107664,0,0,[],128,PASSED,[]
shl010903,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:43.945812,0,0,7,0.3686877856451232,0,0,[],128,PASSED,[]
thm001129,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:45.537660,0,0,7,0.37223693009650277,0,4,"[(2, 72), (3, 23), (6, 70), (9, 69)]",131,REJECTED,['more_than_0_protein_protein_clashes']
thm001164,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:46.181711,0,0,7,0.33746047859613804,0,2,"[(3, 71), (6, 70)]",128,REJECTED,['more_than_0_protein_protein_clashes']
thl002548,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:58.801250,0,0,7,0.36232216824269436,2,1,"[(64, 37)]",129,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shl010228,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:40.772251,0,0,7,0.35912197137481894,0,0,[],125,PASSED,[]
thm001847,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:52.390267,0,0,7,0.36137296061760454,0,2,"[(1, 73), (2, 72)]",126,REJECTED,['more_than_0_protein_protein_clashes']
shx011227,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:26.268169,0,0,7,0.3648336169989361,0,2,"[(95, 37), (98, 38)]",125,REJECTED,['more_than_0_protein_protein_clashes']
shx011499,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:30.579759,0,0,7,0.3494409687485039,28,2,"[(96, 74), (99, 81)]",153,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001399,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:48.833024,0,0,7,0.33852070970530035,0,0,[],123,PASSED,[]
thx003208,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:14.280485,0,0,7,0.35624482473767594,31,2,"[(98, 80), (101, 79)]",156,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shl010260,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:40.901932,0,0,7,0.35054238909988983,0,1,"[(60, 25)]",124,REJECTED,['more_than_0_protein_protein_clashes']
shx011778,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:37.362425,0,0,7,0.3459553935637259,35,2,"[(104, 83), (108, 86)]",159,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003294,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:15.734898,0,0,7,0.393221213101436,0,0,[],122,PASSED,[]
thm001933,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:53.272370,0,0,7,0.38375895292818096,0,1,"[(1, 21)]",122,REJECTED,['more_than_0_protein_protein_clashes']
thl002094,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:56.440244,0,0,7,0.3522034607787236,68,3,"[(10, 66), (47, 26), (86, 61)]",192,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003328,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:16.639064,0,0,7,0.3255134597966284,0,0,[],121,PASSED,[]
hsx015039,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:39.094606,0,0,7,0.35167777435918496,0,0,[],121,PASSED,[]
shx011895,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:39.562106,0,0,7,0.3568794568855851,0,1,"[(100, 77)]",121,REJECTED,['more_than_0_protein_protein_clashes']
ths000621,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:06.474629,0,0,7,0.3587527519363173,1,1,"[(4, 69)]",122,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003287,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:15.555167,0,0,7,0.35421182456561945,0,2,"[(26, 80), (27, 79)]",122,REJECTED,['more_than_0_protein_protein_clashes']
thx003060,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:11.117869,0,0,7,0.34271059521925784,14,3,"[(24, 42), (106, 82), (107, 88)]",136,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001716,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.067261,0,0,7,0.3267230292536726,5,0,[],122,REJECTED,['protein_cellulose_clashes']
thm001984,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:54.995580,0,0,7,0.35619917968400383,0,1,"[(85, 65)]",118,REJECTED,['more_than_0_protein_protein_clashes']
shm009923,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:35.645462,0,0,7,0.3518093376022326,0,0,[],117,PASSED,[]
shx011825,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:38.241908,0,0,7,0.3563269235295366,15,0,[],131,REJECTED,['protein_cellulose_clashes']
thm001978,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:54.680747,0,0,7,0.35755771547353965,13,1,"[(13, 76)]",130,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000499,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.035614,0,0,7,0.35294734209229817,0,2,"[(2, 74), (5, 73)]",117,REJECTED,['more_than_0_protein_protein_clashes']
ths000982,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:09.301994,0,0,7,0.3732819040025299,0,5,"[(4, 60), (43, 23), (44, 20), (75, 21), (76, 22)]",120,REJECTED,['more_than_0_protein_protein_clashes']
thx003613,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:22.596541,0,0,7,0.35203920853643184,0,2,"[(124, 94), (126, 93)]",116,REJECTED,['more_than_0_protein_protein_clashes']
shl010146,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:40.351934,0,0,7,0.3751841957132558,25,3,"[(17, 76), (56, 27), (60, 79)]",142,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001050,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:44.911369,0,0,7,0.36110330907761146,0,0,[],113,PASSED,[]
thl002025,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:55.897284,0,0,7,0.35014586831930616,0,2,"[(13, 72), (14, 71)]",115,REJECTED,['more_than_0_protein_protein_clashes']
thx003156,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:13.050188,0,0,7,0.34844487451412504,57,2,"[(30, 95), (112, 59)]",172,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001475,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:49.660886,0,0,7,0.3565906628489208,26,1,"[(75, 53)]",139,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001607,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:50.085263,0,0,7,0.3612545399688431,0,1,"[(6, 64)]",113,REJECTED,['more_than_0_protein_protein_clashes']
shs008738,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:43.538181,0,0,7,0.3881417859707061,0,0,[],110,PASSED,[]
thm001352,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:48.169091,0,0,7,0.3575893173474399,78,2,"[(3, 63), (85, 58)]",190,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001699,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:50.760505,0,0,7,0.3650111089571558,0,3,"[(2, 68), (5, 69), (6, 75)]",113,REJECTED,['more_than_0_protein_protein_clashes']
ths000411,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:03.942756,0,0,7,0.34176998594355235,0,0,[],110,PASSED,[]
ths000093,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.034320,0,0,7,0.3828741645495102,106,4,"[(54, 74), (83, 67), (84, 66), (86, 76)]",219,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003842,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:27.247418,0,0,7,0.33509226315746393,0,1,"[(28, 89)]",110,REJECTED,['more_than_0_protein_protein_clashes']
thl002190,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:56.881414,0,0,7,0.3385702070760615,10,1,"[(3, 63)]",119,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011665,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:34.984482,0,0,7,0.37949857293638495,83,4,"[(33, 85), (95, 44), (96, 43), (103, 47)]",194,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011943,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:40.474104,0,0,7,0.37253722061580313,2,0,[],108,REJECTED,['protein_cellulose_clashes']
thx003062,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:11.277587,0,0,7,0.38278785145909466,7,2,"[(24, 87), (25, 88)]",115,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003358,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:17.198598,0,0,7,0.3877650832067891,0,2,"[(20, 44), (24, 89)]",108,REJECTED,['more_than_0_protein_protein_clashes']
shx011225,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:25.879065,0,0,7,0.365056686925376,0,3,"[(115, 90), (119, 92), (120, 43)]",108,REJECTED,['more_than_0_protein_protein_clashes']
shs008094,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:41.939249,0,0,7,0.3766776831015447,0,0,[],105,PASSED,[]
ths000571,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.669317,0,0,7,0.3568547079007894,0,3,"[(1, 63), (2, 62), (5, 61)]",108,REJECTED,['more_than_0_protein_protein_clashes']
shm009157,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:32.481702,0,0,7,0.3567838045816343,0,0,[],105,PASSED,[]
thm001966,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:54.054027,0,0,7,0.38865415204756026,0,0,[],103,PASSED,[]
thm001969,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:54.200212,0,0,7,0.37009810864496945,0,1,"[(47, 58)]",102,REJECTED,['more_than_0_protein_protein_clashes']
thl002072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:56.031356,0,0,7,0.35173977061744277,2,0,[],103,REJECTED,['protein_cellulose_clashes']
thm001694,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:50.620172,0,0,7,0.35751807322897855,0,0,[],100,PASSED,[]
thx003900,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:28.580444,0,0,7,0.371212598933033,7,1,"[(112, 94)]",108,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000187,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.921733,0,0,7,0.36740998069954267,0,1,"[(73, 57)]",99,REJECTED,['more_than_0_protein_protein_clashes']
ths000386,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:03.717309,0,0,7,0.33462878762322906,65,2,"[(45, 15), (49, 14)]",165,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001645,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:50.220821,0,0,7,0.35116705583207947,0,0,[],96,PASSED,[]
shl010080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:40.217304,0,0,7,0.36293418086696,46,2,"[(57, 28), (62, 75)]",144,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011616,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:33.096473,0,0,7,0.3702801260768927,128,5,"[(24, 84), (29, 82), (30, 88), (70, 47), (71, 46)]",228,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thl002862,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:59.999698,0,0,7,0.3417299161022681,0,1,"[(1, 63)]",96,REJECTED,['more_than_0_protein_protein_clashes']
ths000665,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:07.015161,0,0,7,0.3460996610168399,2,0,[],97,REJECTED,['protein_cellulose_clashes']
thx003308,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:16.114206,0,0,7,0.3499973452638836,9,0,[],104,REJECTED,['protein_cellulose_clashes']
ths000767,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:07.810700,0,0,7,0.3589601763782577,0,1,"[(1, 22)]",94,REJECTED,['more_than_0_protein_protein_clashes']
shx011402,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:28.386017,0,0,7,0.3594626284396859,0,0,[],92,PASSED,[]
thx003984,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:31.147169,0,0,7,0.365787569186442,80,5,"[(29, 93), (30, 91), (31, 90), (34, 89), (107, 87)]",177,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shs008438,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:42.496257,0,0,7,0.36438895229147555,0,0,[],91,PASSED,[]
shx011666,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:35.208242,0,0,7,0.3605999067529662,173,2,"[(9, 90), (17, 39)]",265,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011848,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:38.685315,0,0,7,0.37095667614486394,0,0,[],89,PASSED,[]
shx011606,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:32.869115,0,0,7,0.3670965326282971,54,1,"[(106, 88)]",143,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shl010866,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:43.337100,0,0,7,0.34989609333924093,4,1,"[(88, 70)]",93,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011199,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:25.485789,0,0,7,0.35204026200258715,2,2,"[(100, 79), (102, 81)]",91,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shs008698,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:43.307268,0,0,7,0.3665240300904981,2,0,[],89,REJECTED,['protein_cellulose_clashes']
thm001828,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:52.080124,0,0,7,0.3697982109845704,0,2,"[(1, 66), (5, 64)]",89,REJECTED,['more_than_0_protein_protein_clashes']
ths000809,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:08.476778,0,0,7,0.3317064097814546,0,1,"[(3, 69)]",88,REJECTED,['more_than_0_protein_protein_clashes']
thx003476,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:19.759563,0,0,7,0.3461849918223807,0,0,[],87,PASSED,[]
shm009420,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:33.481596,0,0,7,0.36841543534700394,0,1,"[(85, 66)]",88,REJECTED,['more_than_0_protein_protein_clashes']
shm009879,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:35.238723,0,0,7,0.35101861597349915,0,1,"[(51, 64)]",87,REJECTED,['more_than_0_protein_protein_clashes']
shx011121,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:23.841224,0,0,7,0.35360376956697276,13,0,[],98,REJECTED,['protein_cellulose_clashes']
ths000678,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:07.146327,0,0,7,0.3562466310358369,0,1,"[(4, 57)]",86,REJECTED,['more_than_0_protein_protein_clashes']
ths000491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:04.910361,0,0,7,0.33831878492171913,0,0,[],84,PASSED,[]
thm001340,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:47.789622,0,0,7,0.35139434205973424,0,1,"[(1, 24)]",84,REJECTED,['more_than_0_protein_protein_clashes']
thl002013,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:55.768039,0,0,7,0.36572873492130525,83,3,"[(5, 65), (7, 73), (10, 71)]",168,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011619,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:33.524857,0,0,7,0.358671191762589,0,0,[],81,PASSED,[]
thm001384,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:48.577026,0,0,7,0.36260724566662644,0,3,"[(6, 69), (8, 73), (10, 71)]",84,REJECTED,['more_than_0_protein_protein_clashes']
ths000198,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.029805,0,0,7,0.3793150997669216,2,0,[],83,REJECTED,['protein_cellulose_clashes']
ths000679,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:07.290993,0,0,7,0.3630750353594359,0,1,"[(87, 72)]",82,REJECTED,['more_than_0_protein_protein_clashes']
shx011694,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:36.054468,0,0,7,0.3535490048952992,4,3,"[(95, 77), (98, 80), (102, 39)]",87,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003518,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:21.142470,0,0,7,0.34673279155041786,16,2,"[(103, 87), (105, 93)]",98,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011761,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:37.143627,0,0,7,0.38125732948527363,3,0,[],82,REJECTED,['protein_cellulose_clashes']
shs008550,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:43.191406,0,0,7,0.34232818903765805,0,0,[],79,PASSED,[]
thm001898,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:52.977270,0,0,7,0.34350787211832534,0,3,"[(2, 73), (4, 66), (5, 72)]",82,REJECTED,['more_than_0_protein_protein_clashes']
thl002607,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:59.078448,0,0,7,0.3633015660276942,15,0,[],94,REJECTED,['protein_cellulose_clashes']
shx011181,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:24.749067,0,0,7,0.3896184348896903,0,0,[],78,PASSED,[]
thm001412,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:49.108612,0,0,7,0.3483881277068106,0,3,"[(3, 70), (6, 71), (7, 72)]",81,REJECTED,['more_than_0_protein_protein_clashes']
thm001676,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:50.482456,0,0,7,0.34069648703104066,0,0,[],78,PASSED,[]
thm001994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:55.326649,0,0,7,0.3529290294633598,0,0,[],78,PASSED,[]
thl002551,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:58.937341,0,0,7,0.3522672088208296,0,0,[],78,PASSED,[]
ths000250,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.513040,0,0,7,0.36710819153016844,0,0,[],78,PASSED,[]
ths000525,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.424574,0,0,7,0.36665162745211066,0,1,"[(4, 72)]",79,REJECTED,['more_than_0_protein_protein_clashes']
ths000538,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.551720,0,0,7,0.3601195593534737,0,1,"[(4, 68)]",79,REJECTED,['more_than_0_protein_protein_clashes']
thx003517,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:20.940356,0,0,7,0.3503503206174126,8,1,"[(103, 87)]",87,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
