protein_id,experiment,sequence_id,score,ala_content,gly_content,other_content
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706607,1.2747,0.1013,0.0633,0.8354
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706608,1.2105,0.1013,0.0886,0.8101
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706609,1.2062,0.0759,0.0886,0.8354
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706610,1.3186,0.0886,0.0759,0.8354
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706611,1.2174,0.0886,0.0886,0.8228
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706612,1.2853,0.1013,0.0633,0.8354
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706613,1.3053,0.0886,0.0633,0.8481
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706614,1.2527,0.0759,0.0759,0.8481
htx007066,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00706615,1.2494,0.0759,0.0759,0.8481
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716800,1.0277,0.0256,0.0769,0.8974
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716801,1.1175,0.0256,0.1026,0.8718
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716802,1.0004,0.0641,0.1026,0.8333
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716803,1.0517,0.0256,0.1026,0.8718
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716804,1.0447,0.0513,0.0897,0.8590
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716805,1.0735,0.0256,0.1026,0.8718
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716806,1.0941,0.0641,0.0897,0.8462
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716807,1.0898,0.0385,0.1026,0.8590
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716808,1.1688,0.0385,0.0769,0.8846
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716809,1.1375,0.0128,0.1026,0.8846
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716810,1.0827,0.0385,0.0769,0.8846
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716811,1.0521,0.0513,0.0897,0.8590
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716812,1.0996,0.0385,0.1026,0.8590
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716813,1.0180,0.0385,0.0769,0.8846
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716814,1.0718,0.0256,0.0897,0.8846
htx007168,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00716815,1.0571,0.0385,0.0897,0.8718
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720300,1.1463,0.1124,0.0449,0.8427
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720301,1.0769,0.1124,0.0562,0.8315
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720302,1.1004,0.0899,0.0562,0.8539
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720303,1.1298,0.1236,0.0562,0.8202
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720304,1.0056,0.1236,0.0562,0.8202
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720305,1.1194,0.0674,0.0562,0.8764
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720306,1.0746,0.1236,0.0449,0.8315
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720307,0.9948,0.1011,0.0449,0.8539
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720308,1.0859,0.1011,0.0449,0.8539
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720309,1.1130,0.0899,0.0449,0.8652
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720310,1.1130,0.0899,0.0449,0.8652
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720311,1.1327,0.1124,0.0449,0.8427
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720312,1.0975,0.0899,0.0449,0.8652
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720313,1.0550,0.0899,0.0449,0.8652
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720314,1.0571,0.1011,0.0562,0.8427
htx007203,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00720315,1.1009,0.0899,0.0449,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730900,1.1588,0.0562,0.0787,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730901,1.1683,0.0562,0.0787,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730902,1.1666,0.0337,0.0787,0.8876
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730903,1.2181,0.0449,0.0899,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730904,1.2578,0.0337,0.0562,0.9101
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730905,1.2306,0.0449,0.0899,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730906,1.1995,0.0449,0.0674,0.8876
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730907,1.1891,0.0562,0.0449,0.8989
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730908,1.2419,0.0337,0.0674,0.8989
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730909,1.1980,0.0449,0.0899,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730910,1.2289,0.0449,0.0787,0.8764
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730911,1.1971,0.0337,0.0674,0.8989
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730912,1.1333,0.0449,0.0674,0.8876
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730913,1.2319,0.0337,0.0674,0.8989
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730914,1.2520,0.0562,0.0787,0.8652
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00730915,1.1670,0.0449,0.0899,0.8652
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735300,1.3119,0.0323,0.1720,0.7957
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735301,1.2650,0.0645,0.1613,0.7742
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735302,1.2524,0.0430,0.1505,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735303,1.2611,0.0430,0.1505,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735304,1.3289,0.0323,0.1505,0.8172
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735305,1.2855,0.0430,0.1505,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735306,1.2692,0.0753,0.1720,0.7527
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735307,1.2517,0.0430,0.1505,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735308,1.2084,0.0323,0.1398,0.8280
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735309,1.2535,0.0323,0.1613,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735310,1.2687,0.0323,0.1613,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735311,1.2688,0.0430,0.1505,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735312,1.2756,0.0645,0.1183,0.8172
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735313,1.2358,0.0538,0.1720,0.7742
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735314,1.1785,0.0323,0.1613,0.8065
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00735315,1.2538,0.0645,0.1613,0.7742
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737600,1.1310,0.0889,0.0556,0.8556
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737601,1.1630,0.0667,0.0556,0.8778
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737602,1.1917,0.1111,0.0556,0.8333
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737603,1.2235,0.0778,0.0667,0.8556
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737604,1.1972,0.0889,0.0667,0.8444
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737605,1.1408,0.1000,0.0667,0.8333
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737606,1.1828,0.0889,0.0667,0.8444
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737607,1.2652,0.0889,0.0667,0.8444
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737608,1.1236,0.1333,0.0667,0.8000
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737609,1.1559,0.1222,0.0778,0.8000
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737610,1.1779,0.0778,0.0778,0.8444
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737611,1.1206,0.1111,0.0778,0.8111
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737612,1.1654,0.0889,0.0667,0.8444
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737613,1.1661,0.0778,0.0667,0.8556
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737614,1.1549,0.1000,0.0667,0.8333
htx007376,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00737615,1.1684,0.1000,0.0556,0.8444
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768200,1.2159,0.0659,0.1209,0.8132
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768201,1.1843,0.0549,0.0989,0.8462
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768202,1.1477,0.0659,0.0989,0.8352
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768203,1.1853,0.0769,0.1099,0.8132
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768204,1.2359,0.0769,0.1099,0.8132
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768205,1.3268,0.0659,0.0659,0.8681
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768206,1.2236,0.0659,0.1099,0.8242
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768207,1.1945,0.0659,0.0879,0.8462
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768208,1.2522,0.0879,0.0879,0.8242
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768209,1.1702,0.0549,0.0879,0.8571
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768210,1.1164,0.0549,0.1099,0.8352
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768211,1.2038,0.0659,0.0879,0.8462
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768212,1.2054,0.0769,0.0879,0.8352
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768213,1.2079,0.0659,0.0879,0.8462
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768214,1.2271,0.0659,0.0879,0.8462
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00768215,1.1459,0.0659,0.0989,0.8352
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770100,1.0645,0.0617,0.0370,0.9012
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770101,1.0895,0.0494,0.0370,0.9136
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770102,1.0679,0.0494,0.0370,0.9136
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770103,1.1271,0.0494,0.0247,0.9259
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770104,1.1338,0.0494,0.0494,0.9012
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770105,1.0370,0.0494,0.0494,0.9012
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770106,1.1077,0.0494,0.0247,0.9259
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770107,1.0519,0.0494,0.0247,0.9259
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770108,1.1180,0.0494,0.0247,0.9259
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770109,1.1369,0.0494,0.0370,0.9136
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770110,1.1211,0.0494,0.0247,0.9259
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770111,1.1257,0.0494,0.0370,0.9136
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770112,1.0669,0.0617,0.0370,0.9012
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770113,1.0219,0.0617,0.0247,0.9136
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770114,1.1098,0.0617,0.0370,0.9012
htx007701,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00770115,1.0509,0.0617,0.0247,0.9136
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778500,1.3475,0.0741,0.1111,0.8148
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778501,1.3111,0.0494,0.1111,0.8395
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778502,1.1674,0.0741,0.1235,0.8025
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778503,1.1639,0.0741,0.0988,0.8272
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778504,1.1872,0.0741,0.0741,0.8519
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778505,1.1961,0.0741,0.1111,0.8148
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778506,1.3017,0.0617,0.1111,0.8272
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778507,1.2026,0.0617,0.1111,0.8272
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778508,1.2840,0.0617,0.1111,0.8272
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778509,1.2609,0.0741,0.0864,0.8395
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778510,1.2522,0.0864,0.1235,0.7901
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778511,1.2203,0.0864,0.1111,0.8025
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778512,1.2537,0.0617,0.1111,0.8272
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778513,1.2465,0.0617,0.0988,0.8395
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778514,1.2856,0.0741,0.1111,0.8148
htx007785,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00778515,1.2127,0.0864,0.1111,0.8025
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790800,1.1352,0.0449,0.0899,0.8652
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790801,1.1764,0.0562,0.0674,0.8764
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790802,1.1874,0.0449,0.0562,0.8989
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790803,1.1727,0.0337,0.0674,0.8989
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790804,1.2124,0.0562,0.0562,0.8876
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790805,1.2254,0.0562,0.0674,0.8764
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790806,1.2368,0.0449,0.0449,0.9101
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790807,1.1721,0.0449,0.0674,0.8876
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790808,1.2005,0.0449,0.0674,0.8876
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790809,1.1350,0.0337,0.0562,0.9101
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790810,1.2290,0.0674,0.0562,0.8764
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790811,1.1945,0.0449,0.0674,0.8876
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790812,1.2049,0.0562,0.0787,0.8652
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790813,1.1776,0.0337,0.0674,0.8989
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790814,1.1980,0.0337,0.0787,0.8876
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00790815,1.1780,0.0674,0.0562,0.8764
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800000,1.2656,0.0482,0.0482,0.9036
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800001,1.2069,0.0602,0.0482,0.8916
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800002,1.2654,0.0361,0.0482,0.9157
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800003,1.3018,0.0241,0.0482,0.9277
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800004,1.1844,0.0361,0.0602,0.9036
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800005,1.1847,0.0241,0.0482,0.9277
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800006,1.2644,0.0241,0.0482,0.9277
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800007,1.2588,0.0241,0.0602,0.9157
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800008,1.2673,0.0241,0.0602,0.9157
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800009,1.2368,0.0602,0.0482,0.8916
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800010,1.1934,0.0482,0.0482,0.9036
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800011,1.1614,0.0602,0.0482,0.8916
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800012,1.2416,0.0482,0.0602,0.8916
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800013,1.2197,0.0361,0.0482,0.9157
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800014,1.3343,0.0241,0.0723,0.9036
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htx00800015,1.3209,0.0482,0.0482,0.9036
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shl01018200,1.2739,0.0421,0.0947,0.8632
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shl01018201,1.2560,0.0526,0.1053,0.8421
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shl01018202,1.1994,0.0737,0.0947,0.8316
