protein_id,experiment,group,sequence_id,monomer_rmsd,monomer_matched_pairs,monomer_total_aligned_pairs,monomer_matched_fraction,monomer_ranking_score,monomer_pass,dimer_rmsd,dimer_matched_pairs,dimer_total_aligned_pairs,dimer_matched_fraction,dimer_ranking_score,dimer_pass,passed,destination
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htxlarge,htx00790807,0.7420,82,89,0.9213,0.8048,True,14.7334,178,178,1.0000,0.1810,False,False,rejected
htx007908,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htxlarge,htx00790809,0.8658,79,89,0.8876,0.7655,True,14.4574,178,178,1.0000,0.2121,False,False,rejected
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htxlarge,htx00800004,0.4916,3,83,0.0361,0.4588,False,15.0493,166,166,1.0000,0.2069,False,False,rejected
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htxlarge,htx00800005,0.9125,51,83,0.6145,0.6038,False,14.8813,166,166,1.0000,0.1977,False,False,rejected
htx008000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,htxlarge,htx00800011,0.7439,48,83,0.5783,0.6571,False,14.4624,166,166,1.0000,0.3441,False,False,rejected
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01018202,0.6565,73,95,0.7684,0.6718,False,0.8218,3,190,0.0158,0.5863,False,False,rejected
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01018205,0.7250,94,95,0.9895,0.7977,True,17.3853,190,190,1.0000,0.2826,False,False,rejected
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01018206,0.7219,91,95,0.9579,0.8446,True,16.4901,190,190,1.0000,0.4395,False,False,rejected
shl010228,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01022805,1.0852,93,115,0.8087,0.7070,True,0.7031,5,230,0.0217,0.3965,False,False,rejected
shl010228,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01022807,1.0346,86,115,0.7478,0.6179,False,17.2211,230,230,1.0000,0.2055,False,False,rejected
shl010228,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01022813,0.6462,16,115,0.1391,0.4743,False,20.9202,230,230,1.0000,0.2316,False,False,rejected
shl010293,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01029303,1.0308,87,104,0.8365,0.6948,True,16.7561,208,208,1.0000,0.2478,False,False,rejected
shl010293,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01029306,0.9937,82,104,0.7885,0.7798,False,16.9936,208,208,1.0000,0.1907,False,False,rejected
shl010293,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01029314,1.0387,93,104,0.8942,0.6127,True,16.4226,208,208,1.0000,0.2665,False,False,rejected
shl010427,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01042703,0.7588,14,92,0.1522,0.5851,False,14.9842,184,184,1.0000,0.2663,False,False,rejected
shl010427,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01042705,0.0429,3,92,0.0326,0.5425,False,18.6184,184,184,1.0000,0.2835,False,False,rejected
shl010427,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01042707,0.1550,5,92,0.0543,0.6975,False,17.7389,184,184,1.0000,0.4133,False,False,rejected
shl010703,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01070305,1.0808,80,110,0.7273,0.5859,False,0.8102,32,220,0.1455,0.1355,False,False,rejected
shl010703,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01070306,0.9191,103,110,0.9364,0.5662,True,16.5416,220,220,1.0000,0.3009,False,False,rejected
shl010703,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01070312,1.1692,65,110,0.5909,0.6044,False,16.0963,220,220,1.0000,0.1625,False,False,rejected
shl010890,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01089005,0.9774,90,116,0.7759,0.6951,False,0.2722,4,232,0.0172,0.2560,False,False,rejected
shl010890,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01089007,0.7553,113,116,0.9741,0.7726,True,0.8194,3,232,0.0129,0.7864,False,False,rejected
shl010890,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01089010,0.8613,85,116,0.7328,0.7119,False,16.0482,232,232,1.0000,0.8217,False,False,rejected
shl010903,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01090300,0.7762,88,115,0.7652,0.6948,False,17.9879,230,230,1.0000,0.3161,False,False,rejected
shl010903,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01090303,0.7761,95,115,0.8261,0.7628,True,18.7268,230,230,1.0000,0.4040,False,False,rejected
shl010903,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01090306,0.6908,61,115,0.5304,0.6777,False,0.5504,3,230,0.0130,0.1972,False,False,rejected
shl010935,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01093501,0.7002,61,104,0.5865,0.6067,False,16.3699,208,208,1.0000,0.3095,False,False,rejected
shl010935,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01093503,0.6525,104,104,1.0000,0.7664,True,24.4086,208,208,1.0000,0.6249,False,False,rejected
shl010935,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shlarge,shl01093507,0.7072,104,104,1.0000,0.8690,True,17.4994,208,208,1.0000,0.4868,False,False,rejected
shm009029,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00902902,1.2256,18,83,0.2169,0.5826,False,18.5780,166,166,1.0000,0.4620,False,False,rejected
shm009029,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00902906,6.9370,83,83,1.0000,0.5301,False,18.7458,166,166,1.0000,0.2870,False,False,rejected
shm009029,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00902911,1.0389,42,83,0.5060,0.5921,False,23.7168,166,166,1.0000,0.5321,False,False,rejected
shm009107,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00910700,0.8411,47,93,0.5054,0.6619,False,16.6519,186,186,1.0000,0.6738,False,False,rejected
shm009107,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00910702,0.5007,25,93,0.2688,0.6864,False,23.5194,186,186,1.0000,0.2600,False,False,rejected
shm009107,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00910715,0.7041,45,93,0.4839,0.7424,False,23.9725,186,186,1.0000,0.3598,False,False,rejected
shm009156,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00915600,14.7946,102,102,1.0000,0.4476,False,16.4055,204,204,1.0000,0.1818,False,False,rejected
shm009156,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00915602,15.1970,102,102,1.0000,0.5389,False,17.6312,204,204,1.0000,0.1608,False,False,rejected
shm009156,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00915605,15.7928,102,102,1.0000,0.5712,False,22.1943,204,204,1.0000,0.3908,False,False,rejected
shm009157,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00915700,14.6151,104,104,1.0000,0.7526,False,25.1291,208,208,1.0000,0.8593,False,False,rejected
shm009157,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00915703,1.0293,35,104,0.3365,0.7409,False,21.1272,208,208,1.0000,0.3958,False,False,rejected
shm009157,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00915708,1.0587,50,104,0.4808,0.6739,False,20.6806,208,208,1.0000,0.2138,False,False,rejected
shm009194,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00919400,0.7970,49,97,0.5052,0.6152,False,18.7900,194,194,1.0000,0.4598,False,False,rejected
shm009194,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00919408,0.6786,94,97,0.9691,0.7223,True,20.1118,194,194,1.0000,0.3625,False,False,rejected
shm009194,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00919413,0.6319,71,97,0.7320,0.6949,False,18.9010,194,194,1.0000,0.3584,False,False,rejected
shm009359,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00935902,8.6577,86,86,1.0000,0.6194,False,19.7700,172,172,1.0000,0.2558,False,False,rejected
shm009359,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00935903,8.5189,86,86,1.0000,0.4757,False,17.7443,172,172,1.0000,0.1976,False,False,rejected
shm009359,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00935914,9.2676,86,86,1.0000,0.6323,False,21.1625,172,172,1.0000,0.3673,False,False,rejected
shm009450,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00945008,10.1874,101,101,1.0000,0.4225,False,20.7037,202,202,1.0000,0.2945,False,False,rejected
shm009450,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00945014,0.0800,4,101,0.0396,0.5843,False,25.3696,202,202,1.0000,0.3047,False,False,rejected
shm009450,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00945015,10.3759,101,101,1.0000,0.6279,False,17.7684,202,202,1.0000,0.1155,False,False,rejected
shm009822,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00982201,0.4533,64,101,0.6337,0.7364,False,0.1009,3,202,0.0149,0.1875,False,False,rejected
shm009822,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00982203,0.5938,93,101,0.9208,0.7620,True,17.8677,202,202,1.0000,0.2132,False,False,rejected
shm009822,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00982214,0.5853,80,101,0.7921,0.7345,False,17.5857,202,202,1.0000,0.2422,False,False,rejected
shm009923,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00992300,0.6782,53,88,0.6023,0.6779,False,20.9170,176,176,1.0000,0.2518,False,False,rejected
shm009923,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00992301,1.2034,23,88,0.2614,0.5513,False,16.1790,176,176,1.0000,0.2088,False,False,rejected
shm009923,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shmedium,shm00992311,0.8301,59,88,0.6705,0.7397,False,18.4767,176,176,1.0000,0.3827,False,False,rejected
shs008094,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00809404,0.1030,3,73,0.0411,0.5471,False,21.9855,146,146,1.0000,0.5356,False,False,rejected
shs008094,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00809412,1.3095,7,73,0.0959,0.5948,False,19.3202,146,146,1.0000,0.3165,False,False,rejected
shs008094,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00809414,1.4014,9,73,0.1233,0.4785,False,16.3785,146,146,1.0000,0.2046,False,False,rejected
shs008311,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00831108,15.8419,87,87,1.0000,0.8089,False,25.9555,174,174,1.0000,0.3192,False,False,rejected
shs008311,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00831111,0.5492,37,87,0.4253,0.6087,False,15.9817,174,174,1.0000,0.1528,False,False,rejected
shs008311,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00831112,13.7154,87,87,1.0000,0.7524,False,21.9701,174,174,1.0000,0.1830,False,False,rejected
shs008356,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00835603,0.6596,3,74,0.0405,0.7703,False,23.8589,148,148,1.0000,0.5492,False,False,rejected
shs008356,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00835607,0.0958,4,74,0.0541,0.9155,False,19.1172,148,148,1.0000,0.2951,False,False,rejected
shs008356,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00835609,9.3669,74,74,1.0000,0.6835,False,21.3469,148,148,1.0000,0.2326,False,False,rejected
shs008438,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00843802,13.2342,82,82,1.0000,0.6170,False,21.7348,164,164,1.0000,0.3368,False,False,rejected
shs008438,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00843809,0.8778,76,82,0.9268,0.7709,True,19.8237,164,164,1.0000,0.1645,False,False,rejected
shs008438,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00843814,0.8361,77,82,0.9390,0.7164,True,18.3046,164,164,1.0000,0.1413,False,False,rejected
shs008488,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00848803,0.5751,24,85,0.2824,0.6729,False,26.1864,170,170,1.0000,0.3142,False,False,rejected
shs008488,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00848806,1.1375,8,85,0.0941,0.5904,False,16.9730,170,170,1.0000,0.1570,False,False,rejected
shs008488,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00848814,1.1310,11,85,0.1294,0.5992,False,16.9610,170,170,1.0000,0.4565,False,False,rejected
shs008489,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00848903,0.7186,41,86,0.4767,0.6461,False,36.4307,172,172,1.0000,0.4447,False,False,rejected
shs008489,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00848904,23.3773,86,86,1.0000,0.6633,False,30.0055,172,172,1.0000,0.4193,False,False,rejected
shs008489,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00848913,1.0012,75,86,0.8721,0.6706,True,19.8505,172,172,1.0000,0.5421,False,False,rejected
shs008497,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00849705,0.8437,51,79,0.6456,0.6620,False,20.2445,158,158,1.0000,0.5120,False,False,rejected
shs008497,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00849711,0.5945,54,79,0.6835,0.7844,False,0.1813,3,158,0.0190,0.4236,False,False,rejected
shs008497,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00849715,0.6002,48,79,0.6076,0.7121,False,17.1767,158,158,1.0000,0.3447,False,False,rejected
shs008550,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00855005,0.6532,28,84,0.3333,0.5683,False,24.1913,168,168,1.0000,0.1495,False,False,rejected
shs008550,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00855011,15.3343,84,84,1.0000,0.8178,False,18.7458,168,168,1.0000,0.1407,False,False,rejected
shs008550,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00855014,13.9932,84,84,1.0000,0.7054,False,23.3934,168,168,1.0000,0.1886,False,False,rejected
shs008738,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00873809,18.5476,82,82,1.0000,0.7348,False,24.1568,164,164,1.0000,0.5902,False,False,rejected
shs008738,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00873813,15.1785,82,82,1.0000,0.7353,False,20.2711,164,164,1.0000,0.3566,False,False,rejected
shs008738,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00873814,13.4632,82,82,1.0000,0.6125,False,19.1640,164,164,1.0000,0.1993,False,False,rejected
shs008968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00896801,0.8041,46,77,0.5974,0.7042,False,21.0540,154,154,1.0000,0.4621,False,False,rejected
shs008968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00896806,0.8890,44,77,0.5714,0.6612,False,0.0812,4,154,0.0260,0.2816,False,False,rejected
shs008968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00896811,1.0066,50,77,0.6494,0.7216,False,13.8763,154,154,1.0000,0.2660,False,False,rejected
shs008988,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00898800,0.9857,9,79,0.1139,0.6327,False,15.3846,158,158,1.0000,0.1615,False,False,rejected
shs008988,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00898805,1.1488,13,79,0.1646,0.4289,False,21.3278,158,158,1.0000,0.5295,False,False,rejected
shs008988,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shsmall,shs00898815,0.7554,78,79,0.9873,0.6777,True,17.1578,158,158,1.0000,0.1390,False,False,rejected
shx011120,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01112000,12.1163,114,114,1.0000,0.5100,False,19.5217,228,228,1.0000,0.4437,False,False,rejected
shx011120,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01112008,0.7236,83,114,0.7281,0.6477,False,17.2329,228,228,1.0000,0.2437,False,False,rejected
shx011120,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01112009,0.6184,12,114,0.1053,0.4615,False,19.8048,228,228,1.0000,0.2798,False,False,rejected
shx011181,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01118106,17.5159,118,118,1.0000,0.5958,False,24.5603,236,236,1.0000,0.1865,False,False,rejected
shx011181,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01118112,15.4631,118,118,1.0000,0.4923,False,21.3720,236,236,1.0000,0.3543,False,False,rejected
shx011181,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01118115,13.8386,118,118,1.0000,0.7245,False,19.2973,236,236,1.0000,0.0991,False,False,rejected
shx011263,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01126306,11.6587,119,119,1.0000,0.4183,False,17.5956,238,238,1.0000,0.1376,False,False,rejected
shx011263,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01126309,13.2727,119,119,1.0000,0.4302,False,25.4798,238,238,1.0000,0.2069,False,False,rejected
shx011263,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01126314,15.5477,119,119,1.0000,0.3254,False,21.7282,238,238,1.0000,0.1716,False,False,rejected
shx011402,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01140206,0.5127,94,117,0.8034,0.7730,True,17.2497,234,234,1.0000,0.3797,False,False,rejected
shx011402,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01140207,0.8901,89,117,0.7607,0.8378,False,0.3232,3,234,0.0128,0.1907,False,False,rejected
shx011402,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01140213,0.8918,91,117,0.7778,0.8521,False,0.8904,88,234,0.3761,0.4247,False,False,rejected
shx011491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01149103,0.8764,100,121,0.8264,0.6800,True,18.6981,242,242,1.0000,0.4683,False,False,rejected
shx011491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01149106,0.8964,111,121,0.9174,0.6768,True,27.9612,242,242,1.0000,0.8527,False,False,rejected
shx011491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01149107,0.9153,102,121,0.8430,0.6159,True,16.6864,242,242,1.0000,0.1455,False,False,rejected
shx011619,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01161900,0.7811,101,122,0.8279,0.7721,True,16.3870,244,244,1.0000,0.1820,False,False,rejected
shx011619,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01161906,0.8886,105,122,0.8607,0.7998,True,16.8127,244,244,1.0000,0.2863,False,False,rejected
shx011619,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01161915,0.6877,97,122,0.7951,0.7944,False,17.2889,244,244,1.0000,0.6793,False,False,rejected
shx011754,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01175401,0.5510,29,135,0.2148,0.6241,False,19.1912,270,270,1.0000,0.4069,False,False,rejected
shx011754,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01175406,10.4545,135,135,1.0000,0.6707,False,20.8084,270,270,1.0000,0.4490,False,False,rejected
shx011754,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01175410,1.1894,3,135,0.0222,0.5930,False,23.0816,270,270,1.0000,0.3060,False,False,rejected
shx011814,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01181408,1.2623,10,118,0.0847,0.4556,False,17.0301,236,236,1.0000,0.1297,False,False,rejected
shx011814,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01181412,0.1603,3,118,0.0254,0.5602,False,16.8471,236,236,1.0000,0.2307,False,False,rejected
shx011814,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01181413,0.8412,67,118,0.5678,0.7099,False,15.6337,236,236,1.0000,0.3345,False,False,rejected
shx011848,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01184805,1.0039,94,112,0.8393,0.6105,True,16.7079,224,224,1.0000,0.1387,False,False,rejected
shx011848,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01184810,1.0907,88,112,0.7857,0.6814,False,16.7906,224,224,1.0000,0.3391,False,False,rejected
shx011848,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01184815,0.9004,66,112,0.5893,0.7235,False,1.0800,3,224,0.0134,0.2336,False,False,rejected
shx011974,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01197407,0.6132,45,119,0.3782,0.6346,False,18.2611,238,238,1.0000,0.2636,False,False,rejected
shx011974,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01197410,0.9282,114,119,0.9580,0.6338,True,16.0442,238,238,1.0000,0.3037,False,False,rejected
shx011974,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01197415,0.6733,48,119,0.4034,0.6982,False,0.5528,3,238,0.0126,0.1619,False,False,rejected
shx011994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01199403,1.0738,34,114,0.2982,0.6362,False,16.5886,228,228,1.0000,0.4463,False,False,rejected
shx011994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01199404,0.8044,29,114,0.2544,0.6849,False,0.4371,3,228,0.0132,0.2056,False,False,rejected
